req_id,requirements,label
2251,"smarthome feature that will sense when a person is in the room and quickly heat/cool it, I can save energy when no one is in a room but can quickly and easily make a room comfortable as someone enters it..",Energy
2252,"a security system which can be set to account for visitors, a person opening the door to the wrong person would set an alarm if the occupant did not clear that person's entry.",Safety
2253,"My smart home to be prompted to ask me when I get home if I would like to listen to music, and allow me to select what I would like to listen to through a verbal menu., I can get music conveniently and easily, and save more time for relaxing after work..",Entertainment
2254,"an alert/light on/noise made from my smarthome when a living animal comes near my garden at night, I can prevent my garden being eaten up by animals such as deer..",Health
2255,"sensor lights, lights will open when dog is eating.",Other
2256,"smarthome feature that alerts me when certain cabinets are being opened, I can help keep my children from getting into anything dangerous by accident.",Safety
2257,"a system which tracks all the movies currently available across all of my devices, I can easily access my favorite movies.",Entertainment
2258,"my smart home to let me know if I've left clothes in the washer for too long, they don't get that nasty funk.",Other
2259,"smarthome feature that wakes/turns on my computer at a certain time and pulls up websites I specify, I can be ready to get on and work straight away when I'm ready without leaving the computer on all night..",Entertainment
2260,"a screen to be projected on any wall or perhaps like a hologram in any room including the shop or shed, can keep aware of work that comes up wherever on the place I am.",Other
2261,"my home to track my medication usage, it can remind me when to take medication.",Health
2262,"a furnace that can sense the temperature in multiple rooms, hut off vents in rooms based on user preference for that room.",Energy
2263,"to be able to tell the house I am going to take a shower or bath and for the hot water to be prepared in advanced, When I enter the bathroom I can immediately take a shower or bath without having to wait for the water to warm.",Entertainment
2264,"bathtub faucet controller, bathtub water can be opened without bending down..",Health
2265,"the ability to sense and shut off multiple elements based on heat usage, I do not need to heat up all of the elements when only need to heat a couple of degrees, thus saving money.",Energy
2266,"Unused or unneeded electronics to automatically be placed on a low power mode, Unneeded energy not be wasted.",Energy
2267,"have an energy usage graph provided, have a log of best use of energy and suggestions of settings that would save even more..",Energy
2268,"automatic gutter cleaner, gutters can be cleaned on a regular bases.",Other
2269,"My smart home to automatically work to put out fires if one should arise. When the smoke detector goes off, I want there to be a sprinkler system or a high pressure hydraulic system in place that will work to at least fight the fire if not put it out completely. I imagine a future filled with ""fireproof houses"" In this future our smoke detectors are going to need to be a lot better to avoid them going off at happenstance times or malfunctioning. But I would much rather my stuff be soaked in an instance like this than for my house to be completely destroyed by a fire., The home remains safe.",Safety
2270,"a feature tied to my dishwasher and/or washing machine with an ability to run the machines automatically during low usage times., I pay lower water bills.",Energy
2271,"Wireless Charging of phones, Phones don't need to be tethered to wall sockets while charging.",Entertainment
2272,"noise played when visitor is approaching home, it keeps the home safe when no one is home, busy or sleeping.",Safety
2273,"which tracks the usage of electronics in the house, we can review and limit certain electronics usage for children.",Entertainment
2274,"moisture detection, leaks are fixed before something major happens.",Other
2275,"Every single item and appliance in my home to have advanced safety features in the event of a break in. Since every item is smart, all my appliances, my TV, etc should be able to communicate or send alerts to my smart phone in the event that someone in my house is tampering with them. Maybe a smart phone alert when something becomes unplugged, for example. Combined with a full series of motion sensor and body heat detection features indoors, and outdoor security features such as automated cameras, I envision the future of the ultimate secure smart home., Our home can be safe and burglary free..",Safety
